,vid,HG03453,HG01891,HG02559,HG01978,HG00673,HG00741,HG02486,HG00735,HG01258,HG01106,HG03516,HG03579,HG01123,HG03540,HG02622,HG02717,HG01928,HG01952,HG02572,HG02148,HG01358,HG02886,HG00438,HG01175,HG02630,HG00621,HG01361,HG02257
60687,60687.0,38.0,30.0,30.0,28.0,27.0,29.0,30.0,25.0,23.0,24.0,39.0,32.0,29.0,34.0,38.0,46.0,28.0,29.0,12.0,34.0,35.0,29.0,25.0,21.0,40.0,31.0,39.0,27.0
60741,60741.0,33.0,41.0,44.0,38.0,29.0,38.0,47.0,32.0,35.0,43.0,44.0,41.0,36.0,59.0,41.0,30.0,32.0,45.0,22.0,41.0,45.0,32.0,32.0,38.0,54.0,39.0,40.0,39.0
60824,60824.0,53.0,50.0,47.0,40.0,54.0,27.0,45.0,35.0,39.0,44.0,44.0,38.0,37.0,44.0,54.0,68.0,36.0,51.0,36.0,38.0,52.0,37.0,34.0,40.0,52.0,50.0,50.0,51.0
60826,60826.0,50.0,50.0,46.0,34.0,52.0,25.0,44.0,38.0,39.0,53.0,51.0,47.0,37.0,52.0,50.0,59.0,36.0,44.0,21.0,36.0,44.0,30.0,37.0,45.0,62.0,57.0,44.0,45.0
60842,60842.0,41.0,39.0,38.0,38.0,44.0,33.0,37.0,40.0,37.0,31.0,36.0,54.0,36.0,51.0,47.0,41.0,31.0,44.0,23.0,30.0,28.0,37.0,33.0,35.0,51.0,49.0,34.0,25.0
60992,60992.0,56.0,45.0,32.0,39.0,48.0,32.0,36.0,36.0,30.0,30.0,31.0,56.0,50.0,66.0,56.0,48.0,30.0,41.0,16.0,49.0,36.0,35.0,35.0,45.0,59.0,40.0,41.0,32.0
61036,61036.0,57.0,48.0,48.0,29.0,34.0,36.0,42.0,38.0,42.0,32.0,32.0,49.0,47.0,54.0,42.0,50.0,27.0,38.0,35.0,32.0,38.0,33.0,37.0,28.0,32.0,42.0,43.0,29.0
61080,61080.0,41.0,47.0,50.0,26.0,47.0,37.0,50.0,55.0,29.0,26.0,44.0,56.0,33.0,49.0,57.0,46.0,35.0,45.0,26.0,37.0,39.0,48.0,37.0,39.0,43.0,39.0,41.0,34.0
61084,61084.0,36.0,39.0,44.0,26.0,44.0,33.0,56.0,41.0,37.0,27.0,47.0,42.0,36.0,47.0,53.0,49.0,29.0,36.0,30.0,35.0,40.0,52.0,30.0,41.0,40.0,42.0,44.0,35.0
61179,61179.0,46.0,39.0,42.0,41.0,43.0,33.0,37.0,45.0,27.0,36.0,33.0,43.0,40.0,54.0,55.0,51.0,33.0,39.0,31.0,38.0,42.0,37.0,44.0,42.0,32.0,36.0,41.0,31.0
61503,61503.0,46.0,47.0,47.0,32.0,43.0,36.0,52.0,35.0,44.0,31.0,41.0,49.0,31.0,53.0,62.0,58.0,46.0,46.0,35.0,43.0,30.0,28.0,51.0,43.0,40.0,41.0,55.0,40.0
